utc_time,x_error (m),y_error (m),z_error (m),satclockerror (m)
2025-09-01 00:00:00,0.04967141530112327,-0.06784947304872217,0.034828624766681845,-0.9902859837802034
2025-09-01 00:05:00,0.0358449851840048,-0.09839941935408747,0.06316098402024849,-1.5177788072486393
2025-09-01 00:10:00,0.10061383899407406,-0.15813752545860177,-0.03049100056030063,-1.8112930103949323
2025-09-01 00:15:00,0.2529168246348766,-0.1470957207639898,0.027467421616073195,-1.7364585549325866
2025-09-01 00:20:00,0.22950148716254298,-0.027377867617798524,-0.12154084594158862,-1.2243773916291474
2025-09-01 00:25:00,0.2060877914676249,-0.10448208333191897,-0.18695927851762148,-0.8773094199432652
2025-09-01 00:30:00,0.36400907301836405,-0.004400033555077565,-0.38686805980740224,-1.466971819167008
2025-09-01 00:35:00,0.44075254593365487,-0.08256724078976632,-0.2310054081111208,-1.6528279502498342
2025-09-01 00:40:00,0.3938051073401597,-0.16732996203945474,-0.25416035750565036,-1.6146401558985508
2025-09-01 00:45:00,0.4480611116987562,-0.08547050020513342,-0.03747195402401919,-1.7457437181218005
2025-09-01 00:50:00,0.40171934241750995,0.006723137595628259,0.04282303862793031,-1.8803913310559477
2025-09-01 00:55:00,0.35514636706048425,0.09186413127189369,0.08763285996303276,-2.741762993383084
2025-09-01 01:00:00,0.37934259421708766,-0.03971560954992043,0.02901009053493283,-3.318130068952904
2025-09-01 01:05:00,0.18801456975130787,-0.08631070735712551,-0.07562491303380917,-3.5195999935225406
2025-09-01 01:10:00,0.015522786500004581,-0.004011848156793363,-0.023327755644114646,-5.066212830995122
2025-09-01 01:15:00,-0.04070596642409269,0.000142335899596098,-0.03047915657141286,-4.745890670990194
2025-09-01 01:20:00,-0.14198907845753506,-0.10722694872015033,-0.16440618811994295,-5.432230220845729
2025-09-01 01:25:00,-0.11056434519800766,-0.061395154807606156,-0.31609202977077483,-5.08881115421316
2025-09-01 01:30:00,-0.20136675275012875,-0.1328758807067532,-0.4119624026851332,-4.789353151977705
2025-09-01 01:35:00,-0.34259712288365785,0.046576604132468,-0.2298656801585101,-5.061199673533897
2025-09-01 01:40:00,-0.19603224599150246,0.20106075037429383,-0.00853788835737972,-4.560925510683129
2025-09-01 01:45:00,-0.21860987604015603,0.26147049300985054,0.011961026373511263,-4.189326838220662
2025-09-01 01:50:00,-0.21185705557136364,0.3975711634868279,0.0268553059976401,-4.343807573637982
2025-09-01 01:55:00,-0.35433187419270934,0.40405029849916607,-0.006776731185312007,-4.5546873812338315
2025-09-01 02:00:00,-0.4087701466452276,0.48059404793666766,-0.10022526601626222,-4.006070988401653
2025-09-01 02:05:00,-0.39767788767424095,0.6283660774668751,0.037292639744462175,-3.890064068697821
2025-09-01 02:10:00,-0.5127772454164712,0.6529159456463065,0.2246502791341758,-3.3677154845137496
2025-09-01 02:15:00,-0.475207443581904,0.6273972284948781,0.13530837055024722,-4.562202521690118
2025-09-01 02:20:00,-0.5352713125737845,0.4569350326771665,0.12702453270778707,-4.512959973180386
2025-09-01 02:25:00,-0.5644406875531122,0.4486216801050171,0.08203790263677027,-5.301664516665073
2025-09-01 02:30:00,-0.6246113487760518,0.5309639985612482,0.040013995150272555,-5.314558770408454
2025-09-01 02:35:00,-0.43938353032515803,0.6255273413180111,0.15860482069325876,-4.957648666235512
2025-09-01 02:40:00,-0.4407332527989515,0.6759638478898522,0.02740866615664659,-4.088078593360961
2025-09-01 02:45:00,-0.5465043456945414,0.6218339383936282,0.07405563525027721,-4.557161957579554
2025-09-01 02:50:00,-0.4642498544842225,0.4241517814988692,0.14687944598086378,-4.820014360230545
2025-09-01 02:55:00,-0.5863342194813248,0.3746302716983957,0.13266432862068184,-4.867780813768314
2025-09-01 03:00:00,-0.5654478599808492,0.3441957845930005,0.22197111131935912,-5.355046364499259
2025-09-01 03:05:00,-0.7614148723688268,0.3129028878739991,0.23673629537310412,-4.86576650010463
2025-09-01 03:10:00,-0.8942334772586698,0.3747585235717915,0.35844928748871535,-4.900813772787442
2025-09-01 03:15:00,-0.8745473536717574,0.5733261646732755,0.2062287569961299,-4.839835261099419
2025-09-01 03:20:00,-0.8007006956722164,0.5856790848573847,0.17135123089544296,-4.52974869771234
2025-09-01 03:25:00,-0.7835638675532193,0.5640059059417386,0.1641699166103395,-4.565604455900044
2025-09-01 03:30:00,-0.7951286957920434,0.5380837246413294,-0.10305082183679541,-4.974374019987977
2025-09-01 03:35:00,-0.8252390653509722,0.5505222013321008,-0.2116460951946489,-5.00588413913721
2025-09-01 03:40:00,-0.9730912643877151,0.4676928252972609,-0.2930060206305275,-5.433974818893905
2025-09-01 03:45:00,-1.0450756852271859,0.47971268117186644,-0.19818542114819254,-5.3799843743356615
2025-09-01 03:50:00,-1.0911395623231646,0.5247939148050464,-0.26886975577965255,-4.8815155139347635
2025-09-01 03:55:00,-0.9854273397012732,0.5457625211624952,-0.3506776545102503,-5.4690046600709294
2025-09-01 04:00:00,-0.951065510744427,0.5915167145629734,-0.26892907644463115,-6.2351901607919755
2025-09-01 04:05:00,-1.1273695262807004,0.6348914754978269,-0.4307201410236366,-6.210565192832139
2025-09-01 04:10:00,-1.094961129341221,0.4577018072731825,-0.6378445477679937,-6.5944650012040915
2025-09-01 04:15:00,-1.1334693573828525,0.5213888231127228,-0.6740037777749284,-6.578592363998107
2025-09-01 04:20:00,-1.2011615574134484,0.4542873385464775,-0.818774454582764,-6.418390603693257
2025-09-01 04:25:00,-1.1399939285293617,0.34470342224608175,-0.9597423840487288,-7.490233718157526
2025-09-01 04:30:00,-1.0368939762797666,0.2342582394605821,-0.9023990048799305,-7.145309004328255
2025-09-01 04:35:00,-0.9437659643681467,0.27761240050783503,-0.8148016210886727,-7.73014325580588
2025-09-01 04:40:00,-1.0276877166904106,0.25535490778534975,-0.7359151995034602,-7.741317231088225
2025-09-01 04:45:00,-1.058608954275532,0.08715802938680865,-0.6250375334727369,-8.07100839880744
2025-09-01 04:50:00,-1.0254826111351756,0.134961810906037,-0.5009241014712568,-8.346986906199586
2025-09-01 04:55:00,-0.9279280984229397,-0.008999002173845727,-0.7137831223539498,-7.500007936390592
2025-09-01 05:00:00,-0.9758455222074687,0.00498313367797536,-0.6687419263610032,-7.340374175992761
2025-09-01 05:05:00,-0.9944114198738504,0.028833026245280773,-0.721702746317959,-6.888029974515966
2025-09-01 05:10:00,-1.1050449172744532,0.11739073441478527,-0.7964451709170026,-6.8125592974145945
