utc_time,x_error (m),y_error (m),z_error (m),satclockerror (m)
09/03/2025 10:40,0.008520678300091292,0.20309826427830896,-0.36973273387036787,0.0192583974482372
09/03/2025 11:02,0.21987901712159036,0.6034151209198853,0.32826080961849424,0.04452486728491074
09/03/2025 11:30,-0.3145037731557859,0.043784660108360546,-0.5956041104878068,-0.03058165789085597
09/03/2025 12:30,-0.23655372432500624,0.5975175746974772,0.6795633766777442,-9.641589702937327e-05
09/03/2025 13:16,-0.558338323268972,0.5357013711239954,-0.2491572466164983,0.03197084349838374
09/03/2025 13:44,-0.641756018509439,0.28766809389788867,-0.3665601948943822,0.021040001215778557
09/03/2025 14:30,-0.12742487700153074,0.0913293955186158,-0.29228382962115695,0.03828126551233814
09/03/2025 14:55,-0.12337667831818726,-0.17820894432998005,-0.06924743232709162,-0.014902687997114443
09/03/2025 15:27,-0.013803541353938836,0.06185238550248219,-0.2316090764198412,-0.04581704209486769
09/03/2025 16:13,0.5568783196096864,-0.4100142502572488,0.3728277926189041,0.05106101625247455
09/03/2025 16:20,0.28484082320234283,-0.43720529929658564,0.39842399430501274,-0.04340543711366973
09/03/2025 17:06,0.1566690644489929,-0.1114667690226144,-0.751772142991287,-0.07873568434650612
09/03/2025 17:38,0.39335766296205,-0.1993138592213546,-0.28314446290402084,-0.007182550864068116
09/03/2025 17:49,-0.04860676356205102,0.24127476415205623,0.09457325524283025,-0.09706823823540228
09/03/2025 18:47,-0.2931007392857037,-0.2936773413608626,-0.2850945472778476,-0.04148022505402187
09/03/2025 19:32,-0.12901164618062647,-0.0371533393593125,-0.6779500709432656,-0.005388711671777482
09/03/2025 20:08,0.5319066657664263,-0.2646483535455001,0.5653017022677784,0.015144516179515758
09/03/2025 20:19,-0.10210013186736439,-0.08034464771863628,0.5968929704738691,-0.037229096948255776
09/03/2025 20:33,-0.26831761873027127,-0.14450867354370492,0.40135121503528315,0.077252231600136
09/03/2025 21:32,0.46636666365936363,-0.16143078670992253,-0.22294879067500176,0.010994738915995759
09/03/2025 22:05,-0.21511976426080828,-0.1227430926442657,-0.5017394143646661,0.055566446878474424
09/03/2025 23:03,-0.3131923519988438,0.19563614076919592,0.021832431863237717,-0.08080845432872308
09/03/2025 23:34,0.6450149399878528,-0.25584871236796725,-0.4130844527670776,-0.07466585181731057
09/04/2025 00:17,0.004008525718305869,-0.17066413148696982,-0.7221890115852649,0.026632541340465162
09/04/2025 00:22,0.20020898279401894,-0.23877070526906502,0.19017604463302717,-0.020152879788714356
09/04/2025 01:19,0.47624533349000064,-0.21633654695698804,0.6742078481255676,-0.07489536911192678
09/04/2025 01:57,-0.13057594667251488,0.342932082851862,-0.3504388419790696,-0.005746228760065138
09/04/2025 02:35,0.06037632163107211,-0.33031581708217245,0.4507021388046556,0.05030650212584908
09/04/2025 02:56,-0.6941634990031665,0.021406349779112342,0.8633922135954339,-0.020948021791673644
09/04/2025 03:07,-0.09773193455052123,0.2009607632684591,-0.09758839971709966,0.07766503441777442
09/04/2025 03:27,-0.3590907908303922,0.43390993136099354,0.5621250236052406,0.10099822882445478
09/04/2025 03:32,0.191848778805182,-0.352622830255839,0.3731597786320449,0.053418315968558366
09/04/2025 04:21,-0.42836687157440484,0.3262968711086617,-0.5307467757457949,-0.02411650434661046
09/04/2025 05:07,0.49470896957145005,0.14495465116548636,-0.9234199042467255,-0.008127755031306303
09/04/2025 06:03,0.16718158894311339,-0.07828939234266132,-0.36474165212703086,-0.06365532374619452
09/04/2025 06:28,0.39508738804597515,0.21472395914090675,-0.3409819718048112,0.033662306361217385
09/04/2025 06:57,-0.3072413492969192,-0.2852175589090858,-0.12052049103110501,0.05487544327119446
09/04/2025 07:23,0.3735041680871308,-0.1485011134460685,-0.24155688299740624,0.04617883991481983
09/04/2025 08:01,-0.008013871932310618,0.10804233216330417,0.06657443883516412,-0.01899461709575003
09/04/2025 08:16,-0.6128739666607811,0.35565003080770047,-0.0009094831105196733,-0.0639856340531364
09/04/2025 08:47,-0.15814075775136985,-0.4757786053878681,0.1440622501915804,0.033189904894286006
09/04/2025 09:34,0.06579200466464287,0.15181051381391605,-0.20275778813509537,-0.11886917860739953
09/04/2025 10:09,-0.16205096740343908,0.16778901270249472,-0.16631575769584234,0.006685481925862565
09/04/2025 10:38,-0.5350432402745862,0.14449908257342775,0.4274083189774609,0.07023219454348864
09/04/2025 10:49,0.0793772745905059,-0.6652693898437351,-0.017015659667280046,0.0055455745674782096
09/04/2025 11:09,-0.231535754455884,-0.13901456067821563,0.5144047669432259,-0.047411597851308385
09/04/2025 11:42,0.23188036823925384,0.2689209134796785,-0.48769437958162504,0.01433497062980238
09/04/2025 12:32,0.16611861794017105,-0.21811798023447423,-0.6823241648635863,-0.005171686446613181
09/04/2025 12:56,0.22544129714294214,-0.06755107462690707,0.32403001976483725,-0.000762528422273259
09/04/2025 13:54,-0.4402319802333325,-0.31699579348285517,0.376786077923664,-0.06849093054255312
09/04/2025 14:50,0.34897070362929694,-0.2878450714481168,-0.01495758008092369,0.034111953415415674
09/04/2025 15:12,0.5521702234601605,0.2935980684580056,0.20836245332746273,-0.15838269661466264
09/04/2025 16:01,0.21947790644797577,-0.051514742371979026,0.0220474446121061,0.06688659725992223
09/04/2025 16:14,-0.35757286695467333,0.22750923633690096,0.25686261176678293,-0.038497013474528684
09/04/2025 16:55,-0.21897554210725612,0.13977246717639355,-0.04443946021763723,0.04260163089115181
09/04/2025 17:09,-0.5239168410505439,-0.053948187094687815,0.3189515126692763,-0.07425830855523217
09/04/2025 17:47,0.6497756581144365,0.3708445341712666,0.5436110002727373,-0.0866974133598038
09/04/2025 18:03,0.22939343404002316,0.39563177290526363,-0.29536310575180796,-0.013264959210322039
09/04/2025 18:58,-0.33533114761792987,-0.34093840133473285,-0.45359153696466015,-0.050194784060424893
09/04/2025 19:24,-0.01538575278515802,0.010531017469688311,0.592190940880068,0.03353241395420846
09/04/2025 19:40,-0.05103022344700943,-0.05865897852074832,-0.18525679300598513,0.06119825952199805
09/04/2025 20:12,0.23191640483600715,0.4435210804949371,-0.4665644911784072,-0.029057072643271255
09/04/2025 21:01,0.18686642362532296,0.3307043955621385,-0.7522681787361357,-0.020704884876003023
09/04/2025 21:45,-0.23816626711743116,0.09802617729553101,-0.34834761534086034,-0.07440993631420705
